Date,Country,Status,AQI Value
06-06-2024,Indonesia,Unhealthy for Sensitive Groups,131
06-06-2024,Iran,Unhealthy for Sensitive Groups,108
06-06-2024,Iraq,Moderate,93
06-06-2024,Ireland,Good,37
06-06-2024,Israel,Moderate,81
06-06-2024,Italy,Moderate,62
06-06-2024,Ivory Coast,Good,34
06-06-2024,Japan,Moderate,86
06-06-2024,Jersey,Good,21
06-06-2024,Jordan,Good,39
06-06-2024,Kazakhstan,Good,43
06-06-2024,Kenya,Unhealthy for Sensitive Groups,146
06-06-2024,Kosovo,Good,21
06-06-2024,Kuwait,Unhealthy for Sensitive Groups,112
06-06-2024,Kyrgyzstan,Unhealthy for Sensitive Groups,142
06-06-2024,Laos,Good,46
06-06-2024,Latvia,Good,29
06-06-2024,Liberia,Good,38
06-06-2024,Liechtenstein,Good,10
06-06-2024,Lithuania,Good,45
06-06-2024,Luxembourg,Good,30
06-06-2024,Macao,Moderate,80
06-06-2024,Macedonia,Good,37
06-06-2024,Madagascar,Unhealthy for Sensitive Groups,142
06-06-2024,Malaysia,Moderate,73
06-06-2024,Malta,Good,43
06-06-2024,Martinique,Moderate,51
06-06-2024,Mexico,Unhealthy for Sensitive Groups,147
06-06-2024,Moldova,Good,2
06-06-2024,Monaco,Good,33
06-06-2024,Mongolia,Good,45
06-06-2024,Montenegro,Good,10
06-06-2024,Myanmar,Good,40
06-06-2024,Nepal,Moderate,62
06-06-2024,Netherlands,Very Unhealthy,235
06-06-2024,New Caledonia,Good,11
06-06-2024,New Zealand,Moderate,92
06-06-2024,Nigeria,Good,29
06-06-2024,Norway,Good,23
06-06-2024,Pakistan,Moderate,68
06-06-2024,Palestinian Territory,Unhealthy for Sensitive Groups,108
06-06-2024,Peru,Unhealthy for Sensitive Groups,118
06-06-2024,Philippines,Moderate,78
06-06-2024,Poland,Moderate,57
06-06-2024,Portugal,Good,40
06-06-2024,Puerto Rico,Good,11
06-06-2024,Reunion,Good,20
06-06-2024,Romania,Good,30
06-06-2024,Russia,Moderate,55
06-06-2024,San Marino,Good,48
06-06-2024,Senegal,Moderate,68
06-06-2024,Serbia,Good,44
06-06-2024,Singapore,Good,27
06-06-2024,Slovakia,Moderate,60
06-06-2024,Slovenia,Good,40
06-06-2024,South Africa,Unhealthy for Sensitive Groups,115
06-06-2024,South Korea,Unhealthy for Sensitive Groups,110
06-06-2024,Spain,Moderate,95
06-06-2024,Sri Lanka,Good,35
06-06-2024,Sweden,Good,32
06-06-2024,Switzerland,Good,34
06-06-2024,Taiwan,Moderate,65
06-06-2024,Tajikistan,Moderate,61
06-06-2024,Thailand,Moderate,77
06-06-2024,Togo,Good,50
06-06-2024,Trinidad and Tobago,Good,32
06-06-2024,Turkey,Moderate,96
06-06-2024,Turkmenistan,Good,45
06-06-2024,Uganda,Unhealthy for Sensitive Groups,111
06-06-2024,Ukraine,Good,38
06-06-2024,United Arab Emirates,Unhealthy for Sensitive Groups,117
06-06-2024,United Kingdom of Great Britain and Northern Ireland,Moderate,98
06-06-2024,United States of America,Very Unhealthy,205
06-06-2024,Uzbekistan,Good,21
06-06-2024,Vatican,Good,25
06-06-2024,Venezuela,Good,10
06-06-2024,Vietnam,Moderate,63
06-06-2024,Zambia,Unhealthy for Sensitive Groups,140
13-06-2024,Albania,Good,9
13-06-2024,Algeria,Good,38
13-06-2024,Andorra,Good,10
13-06-2024,Argentina,Moderate,82
13-06-2024,Armenia,Good,43
13-06-2024,Australia,Moderate,58
13-06-2024,Austria,Good,19
13-06-2024,Azerbaijan,Good,49
13-06-2024,Bahrain,Moderate,99
13-06-2024,Bangladesh,Unhealthy for Sensitive Groups,121
13-06-2024,Belarus,Good,13
13-06-2024,Belgium,Good,48
13-06-2024,Belize,Good,40
13-06-2024,Bermuda,Good,14
13-06-2024,Bolivia,Moderate,67
13-06-2024,Bosnia and Herzegovina,Good,23
13-06-2024,Brazil,Unhealthy for Sensitive Groups,144
13-06-2024,Brunei,Good,16
13-06-2024,Bulgaria,Good,34
13-06-2024,Burkina Faso,Good,1
13-06-2024,Cambodia,Good,21
13-06-2024,Canada,Moderate,53
13-06-2024,Cape Verde,Moderate,55
13-06-2024,Cayman Islands,Good,4
13-06-2024,Chad,Moderate,93
13-06-2024,Chile,Moderate,81
13-06-2024,China,Unhealthy,151
13-06-2024,Colombia,Moderate,51
13-06-2024,Costa Rica,Good,32
13-06-2024,Croatia,Good,20
13-06-2024,Cyprus,Moderate,57
13-06-2024,Czech Republic,Moderate,51
13-06-2024,Denmark,Good,12
13-06-2024,Dominican Republic,Good,23
13-06-2024,Ecuador,Good,40
13-06-2024,Egypt,Unhealthy,152
13-06-2024,El Salvador,Good,26
13-06-2024,Estonia,Good,17
13-06-2024,Ethiopia,Unhealthy for Sensitive Groups,117
13-06-2024,Finland,Good,26
13-06-2024,France,Good,49
13-06-2024,French Guiana,Good,11
13-06-2024,Georgia,Good,43
13-06-2024,Germany,Good,38
13-06-2024,Ghana,Good,44
13-06-2024,Gibraltar,Good,50
13-06-2024,Greece,Moderate,69
13-06-2024,Grenada,Good,15
13-06-2024,Guadeloupe,Good,22
13-06-2024,Guatemala,Moderate,58
13-06-2024,Honduras,Moderate,90
13-06-2024,Hong Kong,Good,46
13-06-2024,Hungary,Good,37
13-06-2024,Iceland,Good,9
13-06-2024,India,Very Unhealthy,208
13-06-2024,Indonesia,Unhealthy for Sensitive Groups,126
13-06-2024,Iran,Unhealthy for Sensitive Groups,133
13-06-2024,Iraq,Unhealthy for Sensitive Groups,144
13-06-2024,Ireland,Good,27
13-06-2024,Israel,Moderate,81
13-06-2024,Italy,Good,50
13-06-2024,Ivory Coast,Good,43
13-06-2024,Japan,Moderate,79
13-06-2024,Jersey,Good,11
13-06-2024,Jordan,Good,38
13-06-2024,Kazakhstan,Good,40
13-06-2024,Kenya,Unhealthy for Sensitive Groups,109
13-06-2024,Kosovo,Good,31
13-06-2024,Kuwait,Unhealthy for Sensitive Groups,121
13-06-2024,Kyrgyzstan,Good,14
13-06-2024,Laos,Good,29
13-06-2024,Latvia,Good,11
13-06-2024,Liberia,Good,21
13-06-2024,Liechtenstein,Good,16
13-06-2024,Lithuania,Good,39
13-06-2024,Luxembourg,Good,26
13-06-2024,Macao,Good,50
13-06-2024,Macedonia,Good,45
13-06-2024,Madagascar,Moderate,95
13-06-2024,Malaysia,Moderate,84
13-06-2024,Malta,Good,41
13-06-2024,Martinique,Good,37
13-06-2024,Mexico,Moderate,97
13-06-2024,Moldova,Good,2
13-06-2024,Monaco,Good,27
13-06-2024,Mongolia,Moderate,61
13-06-2024,Montenegro,Good,25
13-06-2024,Myanmar,Good,35
13-06-2024,Nepal,Unhealthy for Sensitive Groups,116
13-06-2024,Netherlands,Good,46
13-06-2024,New Caledonia,Good,7
13-06-2024,New Zealand,Good,37
13-06-2024,Nigeria,Moderate,86
13-06-2024,Norway,Good,21
13-06-2024,Pakistan,Moderate,92
13-06-2024,Palestinian Territory,Moderate,53
13-06-2024,Peru,Moderate,88
13-06-2024,Philippines,Unhealthy for Sensitive Groups,113
13-06-2024,Poland,Moderate,58
13-06-2024,Portugal,Good,28
13-06-2024,Puerto Rico,Good,14
13-06-2024,Reunion,Good,17
13-06-2024,Romania,Good,43
13-06-2024,Russia,Moderate,100
13-06-2024,San Marino,Good,42
13-06-2024,Senegal,Unhealthy,156
13-06-2024,Serbia,Moderate,67
13-06-2024,Singapore,Moderate,58
13-06-2024,Slovakia,Good,28
13-06-2024,Slovenia,Good,13
13-06-2024,South Africa,Unhealthy for Sensitive Groups,150
13-06-2024,South Korea,Unhealthy for Sensitive Groups,113
13-06-2024,Spain,Moderate,60
13-06-2024,Sri Lanka,Good,31
13-06-2024,Sweden,Good,30
13-06-2024,Switzerland,Good,30
13-06-2024,Taiwan,Good,37
13-06-2024,Tajikistan,Moderate,61
13-06-2024,Thailand,Moderate,78
13-06-2024,Togo,Moderate,61
13-06-2024,Trinidad and Tobago,Good,39
13-06-2024,Turkey,Unhealthy for Sensitive Groups,118
13-06-2024,Turkmenistan,Moderate,52
13-06-2024,Uganda,Unhealthy,162
13-06-2024,Ukraine,Good,17
13-06-2024,United Arab Emirates,Unhealthy,152
13-06-2024,United Kingdom of Great Britain and Northern Ireland,Moderate,71
13-06-2024,United States of America,Unhealthy for Sensitive Groups,113
13-06-2024,Uzbekistan,Good,35
13-06-2024,Vatican,Good,38
13-06-2024,Venezuela,Good,23
13-06-2024,Vietnam,Moderate,52
13-06-2024,Zambia,Good,23
20-06-2024,Albania,Good,10
20-06-2024,Algeria,Good,25
20-06-2024,Andorra,Good,45
20-06-2024,Argentina,Good,50
20-06-2024,Armenia,Good,43
20-06-2024,Australia,Moderate,73
20-06-2024,Austria,Good,50
20-06-2024,Azerbaijan,Good,41
20-06-2024,Bahrain,Unhealthy for Sensitive Groups,127
20-06-2024,Bangladesh,Moderate,97
20-06-2024,Belarus,Good,10
20-06-2024,Belgium,Good,47
20-06-2024,Belize,Good,21
20-06-2024,Bermuda,Good,15
20-06-2024,Bolivia,Good,44
20-06-2024,Bosnia and Herzegovina,Good,43
20-06-2024,Brazil,Unhealthy for Sensitive Groups,144
20-06-2024,Brunei,Good,12
20-06-2024,Bulgaria,Good,47
20-06-2024,Cambodia,Good,12
20-06-2024,Canada,Moderate,91
20-06-2024,Cape Verde,Very Unhealthy,278
20-06-2024,Cayman Islands,Good,3
20-06-2024,Chad,Unhealthy for Sensitive Groups,119
20-06-2024,Chile,Unhealthy,157
20-06-2024,China,Unhealthy for Sensitive Groups,146
20-06-2024,Colombia,Moderate,63
20-06-2024,Costa Rica,Good,24
20-06-2024,Croatia,Good,35
20-06-2024,Cyprus,Moderate,64
20-06-2024,Czech Republic,Moderate,52
20-06-2024,Denmark,Good,21
20-06-2024,Dominican Republic,Good,37
20-06-2024,Ecuador,Good,44
20-06-2024,Egypt,Unhealthy for Sensitive Groups,119
20-06-2024,El Salvador,Good,39
20-06-2024,Estonia,Good,19
20-06-2024,Ethiopia,Moderate,97
20-06-2024,Finland,Good,20
20-06-2024,France,Unhealthy for Sensitive Groups,128
20-06-2024,French Guiana,Good,13
20-06-2024,Georgia,Good,38
20-06-2024,Germany,Hazardous,382
20-06-2024,Ghana,Moderate,70
20-06-2024,Gibraltar,Good,19
20-06-2024,Greece,Moderate,65
20-06-2024,Grenada,Good,10
20-06-2024,Guadeloupe,Good,11
20-06-2024,Guatemala,Moderate,65
20-06-2024,Honduras,Good,36
20-06-2024,Hong Kong,Good,29
20-06-2024,Hungary,Moderate,58
20-06-2024,Iceland,Good,35
20-06-2024,India,Hazardous,517
20-06-2024,Indonesia,Unhealthy for Sensitive Groups,140
20-06-2024,Iran,Unhealthy for Sensitive Groups,142
20-06-2024,Iraq,Unhealthy for Sensitive Groups,107
20-06-2024,Ireland,Good,25
20-06-2024,Israel,Moderate,63
20-06-2024,Italy,Moderate,100
20-06-2024,Japan,Moderate,86
20-06-2024,Jersey,Good,40
20-06-2024,Jordan,Good,23
20-06-2024,Kazakhstan,Moderate,62
20-06-2024,Kenya,Moderate,75
20-06-2024,Kosovo,Good,41
20-06-2024,Kuwait,Unhealthy for Sensitive Groups,103
20-06-2024,Kyrgyzstan,Good,29
20-06-2024,Laos,Good,41
20-06-2024,Latvia,Good,15
20-06-2024,Liberia,Good,13
20-06-2024,Liechtenstein,Good,40
20-06-2024,Lithuania,Good,31
20-06-2024,Luxembourg,Good,27
20-06-2024,Macao,Good,28
20-06-2024,Macedonia,Moderate,55
20-06-2024,Madagascar,Moderate,57
20-06-2024,Malaysia,Moderate,65
20-06-2024,Malta,Moderate,74
20-06-2024,Martinique,Good,15
20-06-2024,Mexico,Unhealthy for Sensitive Groups,134
20-06-2024,Moldova,Good,1
20-06-2024,Monaco,Moderate,68
20-06-2024,Mongolia,Moderate,53
20-06-2024,Montenegro,Good,38
20-06-2024,Myanmar,Good,42
20-06-2024,Nepal,Moderate,68
20-06-2024,Netherlands,Good,35
20-06-2024,New Caledonia,Good,15
20-06-2024,New Zealand,Good,18
20-06-2024,Nigeria,Moderate,79
20-06-2024,Norway,Good,19
20-06-2024,Pakistan,Moderate,90
20-06-2024,Palestinian Territory,Good,48
20-06-2024,Peru,Moderate,90
20-06-2024,Philippines,Moderate,58
20-06-2024,Poland,Moderate,54
20-06-2024,Portugal,Good,35
20-06-2024,Puerto Rico,Good,14
20-06-2024,Reunion,Good,7
20-06-2024,Romania,Moderate,56
20-06-2024,Russia,Moderate,69
20-06-2024,San Marino,Good,48
20-06-2024,Senegal,Moderate,72
20-06-2024,Serbia,Moderate,64
20-06-2024,Singapore,Moderate,52
20-06-2024,Slovakia,Moderate,53
20-06-2024,Slovenia,Good,41
20-06-2024,South Africa,Unhealthy,152
20-06-2024,South Korea,Unhealthy for Sensitive Groups,106
20-06-2024,Spain,Moderate,60
20-06-2024,Sri Lanka,Good,28
20-06-2024,Sweden,Good,29
20-06-2024,Switzerland,Good,43
20-06-2024,Taiwan,Good,45
20-06-2024,Tajikistan,Moderate,64
20-06-2024,Thailand,Moderate,67
20-06-2024,Togo,Moderate,84
20-06-2024,Trinidad and Tobago,Good,25
20-06-2024,Turkey,Moderate,78
20-06-2024,Turkmenistan,Moderate,58
20-06-2024,Uganda,Unhealthy for Sensitive Groups,119
20-06-2024,Ukraine,Good,36
20-06-2024,United Arab Emirates,Unhealthy for Sensitive Groups,130
20-06-2024,United Kingdom of Great Britain and Northern Ireland,Moderate,92
20-06-2024,United States of America,Hazardous,359
20-06-2024,Uzbekistan,Good,10
20-06-2024,Vatican,Moderate,57
20-06-2024,Venezuela,Good,10
20-06-2024,Vietnam,Moderate,59
20-06-2024,Zambia,Moderate,91
27-06-2024,Albania,Good,46
27-06-2024,Algeria,Moderate,53
27-06-2024,Andorra,Good,43
27-06-2024,Argentina,Moderate,58
27-06-2024,Armenia,Good,18
27-06-2024,Australia,Moderate,52
27-06-2024,Austria,Moderate,56
27-06-2024,Azerbaijan,Good,19
27-06-2024,Bahrain,Moderate,99
27-06-2024,Bangladesh,Unhealthy for Sensitive Groups,102
27-06-2024,Belarus,Good,43
27-06-2024,Belgium,Unhealthy for Sensitive Groups,136
27-06-2024,Belize,Good,28
27-06-2024,Bermuda,Good,3
27-06-2024,Bolivia,Moderate,51
27-06-2024,Bosnia and Herzegovina,Good,44
27-06-2024,Brazil,Unhealthy for Sensitive Groups,120
27-06-2024,Brunei,Good,10
27-06-2024,Bulgaria,Good,31
27-06-2024,Burkina Faso,Good,2
27-06-2024,Cambodia,Good,29
27-06-2024,Canada,Moderate,52
27-06-2024,Cape Verde,Good,42
27-06-2024,Cayman Islands,Good,5
27-06-2024,Chad,Moderate,72
27-06-2024,Chile,Unhealthy,170
27-06-2024,China,Unhealthy for Sensitive Groups,136
27-06-2024,Colombia,Moderate,57
27-06-2024,Costa Rica,Good,41
27-06-2024,Croatia,Good,38
27-06-2024,Cyprus,Moderate,73
27-06-2024,Czech Republic,Moderate,67
27-06-2024,Denmark,Good,36
27-06-2024,Dominican Republic,Good,47
27-06-2024,Ecuador,Good,43
27-06-2024,Egypt,Moderate,99
27-06-2024,El Salvador,Good,44
27-06-2024,Estonia,Good,21
27-06-2024,Ethiopia,Moderate,99
27-06-2024,Finland,Good,44
27-06-2024,France,Moderate,89
27-06-2024,French Guiana,Good,9
27-06-2024,Georgia,Good,28
27-06-2024,Germany,Moderate,82
27-06-2024,Ghana,Moderate,89
27-06-2024,Gibraltar,Good,15
27-06-2024,Greece,Moderate,55
27-06-2024,Grenada,Good,12
27-06-2024,Guadeloupe,Good,15
27-06-2024,Guatemala,Moderate,51
27-06-2024,Honduras,Good,25
27-06-2024,Hong Kong,Good,21
27-06-2024,Hungary,Moderate,57
27-06-2024,Iceland,Good,15
27-06-2024,India,Very Unhealthy,278
27-06-2024,Indonesia,Unhealthy for Sensitive Groups,129
27-06-2024,Iran,Very Unhealthy,248
27-06-2024,Iraq,Unhealthy for Sensitive Groups,116
27-06-2024,Ireland,Good,21
27-06-2024,Israel,Moderate,59
27-06-2024,Italy,Moderate,71
27-06-2024,Japan,Moderate,95
27-06-2024,Jersey,Good,41
27-06-2024,Jordan,Good,23
27-06-2024,Kazakhstan,Moderate,61
27-06-2024,Kenya,Moderate,94
27-06-2024,Kosovo,Good,27
27-06-2024,Kuwait,Moderate,69
27-06-2024,Kyrgyzstan,Good,19
27-06-2024,Laos,Good,17
27-06-2024,Latvia,Good,39
27-06-2024,Liberia,Moderate,70
27-06-2024,Liechtenstein,Good,9
27-06-2024,Lithuania,Good,36
27-06-2024,Luxembourg,Good,48
27-06-2024,Macao,Good,30
27-06-2024,Macedonia,Good,42
27-06-2024,Madagascar,Good,21
27-06-2024,Malaysia,Moderate,70
27-06-2024,Malta,Good,24
27-06-2024,Martinique,Good,48
27-06-2024,Mexico,Moderate,93
27-06-2024,Moldova,Good,2
27-06-2024,Monaco,Good,25
27-06-2024,Mongolia,Moderate,54
27-06-2024,Montenegro,Good,28
27-06-2024,Myanmar,Good,32
27-06-2024,Nepal,Moderate,66
27-06-2024,Netherlands,Unhealthy for Sensitive Groups,124
27-06-2024,New Caledonia,Good,14
27-06-2024,New Zealand,Good,22
27-06-2024,Nigeria,Moderate,76
27-06-2024,Norway,Good,34
27-06-2024,Pakistan,Unhealthy for Sensitive Groups,105
27-06-2024,Palestinian Territory,Moderate,65
27-06-2024,Peru,Unhealthy for Sensitive Groups,104
27-06-2024,Philippines,Good,21
27-06-2024,Poland,Moderate,67
27-06-2024,Portugal,Good,34
27-06-2024,Puerto Rico,Good,25
27-06-2024,Reunion,Good,10
27-06-2024,Romania,Good,30
27-06-2024,Russia,Good,49
27-06-2024,San Marino,Good,41
27-06-2024,Senegal,Moderate,71
27-06-2024,Serbia,Good,48
27-06-2024,Singapore,Moderate,55
27-06-2024,Slovakia,Moderate,58
27-06-2024,Slovenia,Good,21
27-06-2024,South Africa,Unhealthy for Sensitive Groups,118
27-06-2024,South Korea,Moderate,88
27-06-2024,Spain,Moderate,67
27-06-2024,Sri Lanka,Moderate,85
27-06-2024,Sweden,Good,46
27-06-2024,Switzerland,Good,31
27-06-2024,Taiwan,Good,38
27-06-2024,Tajikistan,Moderate,78
27-06-2024,Thailand,Moderate,92
27-06-2024,Trinidad and Tobago,Good,37
27-06-2024,Turkey,Moderate,78
27-06-2024,Turkmenistan,Moderate,56
27-06-2024,Uganda,Unhealthy for Sensitive Groups,134
27-06-2024,Ukraine,Good,36
27-06-2024,United Arab Emirates,Unhealthy for Sensitive Groups,116
27-06-2024,United Kingdom of Great Britain and Northern Ireland,Unhealthy for Sensitive Groups,147
27-06-2024,United States of America,Unhealthy for Sensitive Groups,111
27-06-2024,Uzbekistan,Good,26
27-06-2024,Vatican,Good,21
27-06-2024,Venezuela,Good,14
27-06-2024,Vietnam,Moderate,67
27-06-2024,Zambia,Moderate,59
04-07-2024,Albania,Good,13
04-07-2024,Algeria,Good,46
04-07-2024,Andorra,Good,9
04-07-2024,Argentina,Moderate,69
04-07-2024,Armenia,Good,43
04-07-2024,Australia,Unhealthy for Sensitive Groups,108
04-07-2024,Austria,Good,15
04-07-2024,Azerbaijan,Moderate,55
04-07-2024,Bahrain,Moderate,70
04-07-2024,Bangladesh,Unhealthy for Sensitive Groups,103
04-07-2024,Belarus,Good,12
04-07-2024,Belgium,Good,46
04-07-2024,Belize,Good,46
04-07-2024,Bermuda,Good,10
04-07-2024,Bolivia,Moderate,82
04-07-2024,Bosnia and Herzegovina,Good,27
04-07-2024,Brazil,Unhealthy for Sensitive Groups,135
04-07-2024,Brunei,Good,10
04-07-2024,Bulgaria,Good,35
04-07-2024,Burkina Faso,Good,1
04-07-2024,Cambodia,Good,21
04-07-2024,Canada,Moderate,73
04-07-2024,Cape Verde,Good,46
04-07-2024,Chad,Moderate,61
04-07-2024,Chile,Very Unhealthy,222
04-07-2024,China,Unhealthy for Sensitive Groups,150
04-07-2024,Colombia,Moderate,56
04-07-2024,Costa Rica,Good,12
04-07-2024,Croatia,Good,33
04-07-2024,Cyprus,Good,46
04-07-2024,Czech Republic,Good,44
04-07-2024,Denmark,Good,10
04-07-2024,Dominican Republic,Good,36
04-07-2024,Ecuador,Good,35
04-07-2024,Egypt,Unhealthy,151
04-07-2024,El Salvador,Moderate,53
04-07-2024,Estonia,Good,13
04-07-2024,Ethiopia,Moderate,91
04-07-2024,Finland,Good,23
04-07-2024,France,Good,41
04-07-2024,French Guiana,Good,13
04-07-2024,Georgia,Moderate,52
04-07-2024,Germany,Moderate,66
04-07-2024,Ghana,Moderate,91
04-07-2024,Gibraltar,Good,30
04-07-2024,Greece,Moderate,55
04-07-2024,Grenada,Good,13
04-07-2024,Guadeloupe,Good,19
04-07-2024,Guatemala,Good,48
04-07-2024,Honduras,Good,30
04-07-2024,Hong Kong,Good,23
04-07-2024,Hungary,Good,44
04-07-2024,Iceland,Good,20
04-07-2024,India,Hazardous,305
04-07-2024,Indonesia,Unhealthy for Sensitive Groups,140
04-07-2024,Iran,Unhealthy for Sensitive Groups,118
04-07-2024,Iraq,Moderate,90
04-07-2024,Ireland,Good,26
04-07-2024,Israel,Moderate,57
04-07-2024,Italy,Moderate,69
04-07-2024,Japan,Unhealthy for Sensitive Groups,103
04-07-2024,Jordan,Good,21
04-07-2024,Kazakhstan,Good,42
04-07-2024,Kenya,Moderate,74
04-07-2024,Kosovo,Good,25
04-07-2024,Kuwait,Moderate,89
04-07-2024,Kyrgyzstan,Moderate,65
04-07-2024,Laos,Good,29
04-07-2024,Latvia,Good,15
04-07-2024,Liberia,Moderate,51
04-07-2024,Liechtenstein,Good,6
04-07-2024,Lithuania,Good,16
04-07-2024,Luxembourg,Good,16
04-07-2024,Macao,Good,28
04-07-2024,Macedonia,Good,40
04-07-2024,Madagascar,Good,34
04-07-2024,Malaysia,Moderate,71
04-07-2024,Malta,Good,39
04-07-2024,Martinique,Moderate,51
04-07-2024,Mexico,Moderate,75
04-07-2024,Moldova,Good,2
04-07-2024,Monaco,Good,29
04-07-2024,Mongolia,Moderate,65
04-07-2024,Montenegro,Good,29
04-07-2024,Myanmar,Moderate,58
04-07-2024,Nepal,Good,34
04-07-2024,Netherlands,Moderate,59
04-07-2024,New Caledonia,Good,19
04-07-2024,New Zealand,Good,21
04-07-2024,Nigeria,Moderate,69
04-07-2024,Norway,Good,16
04-07-2024,Pakistan,Moderate,67
04-07-2024,Palestinian Territory,Moderate,73
04-07-2024,Peru,Unhealthy for Sensitive Groups,117
04-07-2024,Philippines,Moderate,80
04-07-2024,Poland,Moderate,57
04-07-2024,Portugal,Good,35
04-07-2024,Puerto Rico,Good,22
04-07-2024,Reunion,Good,19
04-07-2024,Romania,Good,31
04-07-2024,Russia,Moderate,81
04-07-2024,San Marino,Good,42
04-07-2024,Senegal,Good,12
04-07-2024,Serbia,Good,47
04-07-2024,Singapore,Good,25
04-07-2024,Slovakia,Good,41
04-07-2024,Slovenia,Good,17
04-07-2024,South Africa,Unhealthy for Sensitive Groups,123
04-07-2024,South Korea,Moderate,100
04-07-2024,Spain,Moderate,74
04-07-2024,Sri Lanka,Moderate,67
04-07-2024,Sweden,Good,28
04-07-2024,Switzerland,Good,18
04-07-2024,Taiwan,Good,43
04-07-2024,Tajikistan,Moderate,91
04-07-2024,Thailand,Moderate,77
04-07-2024,Togo,Moderate,80
04-07-2024,Trinidad and Tobago,Good,26
04-07-2024,Turkey,Moderate,81
04-07-2024,Turkmenistan,Moderate,56
04-07-2024,Uganda,Unhealthy,175
04-07-2024,Ukraine,Good,38
04-07-2024,United Arab Emirates,Very Unhealthy,208
04-07-2024,United Kingdom of Great Britain and Northern Ireland,Good,36
04-07-2024,United States of America,Unhealthy,161
04-07-2024,Uzbekistan,Good,19
04-07-2024,Vatican,Good,38
04-07-2024,Venezuela,Good,10
04-07-2024,Vietnam,Good,50
04-07-2024,Zambia,Unhealthy for Sensitive Groups,114
